9.719999999999999751e-01,5.669999999999999485e-01,3.132930000000000000e+05,2.270000000000000073e-01,0.000000000000000000e+00,6.009999999999999787e-01,1.000000000000000000e+01,1.100000000000000006e-01,-1.344100000000000072e+01,1.000000000000000000e+00,2.900000000000000147e-02,1.361229999999999905e+02,3.960000000000000325e-02
3.210000000000000075e-01,8.209999999999999520e-01,3.602400000000000000e+05,4.179999999999999827e-01,0.000000000000000000e+00,3.719999999999999891e-04,9.000000000000000000e+00,2.220000000000000029e-01,-9.840999999999999304e+00,0.000000000000000000e+00,4.070000000000000007e-02,1.173820000000000050e+02,8.030000000000000471e-01
6.590000000000000371e-03,7.059999999999999609e-01,2.025070000000000000e+05,6.019999999999999796e-01,1.000000000000000000e+00,1.379999999999999933e-04,1.100000000000000000e+01,4.000000000000000222e-01,-8.305999999999999162e+00,0.000000000000000000e+00,3.420000000000000262e-01,8.969199999999999307e+01,4.789999999999999813e-01
3.899999999999999821e-03,3.679999999999999938e-01,1.733600000000000000e+05,9.769999999999999796e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,3.499999999999999778e-01,-2.757000000000000117e+00,0.000000000000000000e+00,1.270000000000000018e-01,1.658890000000000100e+02,5.480000000000000426e-01
1.219999999999999973e-01,5.010000000000000009e-01,3.442000000000000000e+05,5.110000000000000098e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,2.790000000000000258e-01,-9.836000000000000298e+00,0.000000000000000000e+00,2.910000000000000087e-02,7.804500000000000171e+01,1.130000000000000032e-01
6.660000000000000642e-02,8.289999999999999591e-01,1.952930000000000000e+05,6.139999999999999902e-01,1.000000000000000000e+00,8.499999999999999526e-04,1.000000000000000000e+00,9.750000000000000333e-02,-8.545999999999999375e+00,1.000000000000000000e+00,2.670000000000000151e-01,9.092400000000000659e+01,4.959999999999999964e-01
7.470000000000000077e-03,3.519999999999999796e-01,1.747730000000000000e+05,9.849999999999999867e-01,0.000000000000000000e+00,1.020000000000000073e-03,2.000000000000000000e+00,3.669999999999999929e-01,-2.555000000000000160e+00,1.000000000000000000e+00,2.200000000000000011e-01,1.299730000000000132e+02,2.409999999999999920e-01
7.920000000000000651e-02,9.739999999999999769e-01,5.689300000000000000e+04,6.039999999999999813e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,5.279999999999999971e-02,-8.978999999999999204e+00,1.000000000000000000e+00,3.599999999999999728e-02,1.140469999999999970e+02,9.979999999999999982e-01
4.000000000000000192e-04,5.050000000000000044e-01,3.348930000000000000e+05,6.169999999999999929e-01,0.000000000000000000e+00,1.310000000000000053e-02,8.000000000000000000e+00,4.209999999999999853e-01,-7.743999999999999773e+00,1.000000000000000000e+00,2.510000000000000078e-02,9.697599999999999909e+01,4.169999999999999818e-01
7.590000000000000080e-01,1.700000000000000122e-01,1.818670000000000000e+05,5.040000000000000036e-02,0.000000000000000000e+00,9.479999999999999538e-01,4.000000000000000000e+00,1.120000000000000023e-01,-2.968700000000000117e+01,0.000000000000000000e+00,3.769999999999999740e-02,1.274180000000000064e+02,9.629999999999999671e-02
