1.387142296936155317e+00,1.046729224602729769e+00,4.011778946395979095e-01,-5.084642202486031604e-01,2.430762361125997917e-01,-6.079704371743434033e-01,-1.547128133122754656e+00,3.323832222826131333e-01
8.222976570746398650e-01,4.838151769621039655e-01,-1.760071374594946336e+00,3.437684265940963990e-01,-2.055082306068838349e+00,-4.241918295545081263e-01,-6.026811229278358217e-01,1.254184964595654594e-01
-5.935410581510362771e-02,8.056690345040676826e-01,5.067184712855779538e-02,-1.555353667192118650e+00,2.467307383093581830e-01,1.428140863027271834e-01,-5.712941820257483316e-01,-2.436186046717052703e-02
1.229553655726771888e+00,8.317693855997295715e-01,-3.937746255110102234e-01,-4.618500138490844731e-01,3.290096602284534599e-01,-5.183972997296992791e-01,-3.994714886192037850e-01,-1.484370667733374560e-01
-6.451268153753217938e-01,-1.384678359835499473e-01,9.244499040544355006e-01,-1.012089568363969905e+00,-9.043971932505643352e-01,-8.953806645018865806e-01,4.311697427015524497e-01,1.851389269989476838e-01
-6.504091681258301894e-02,-3.222545712026778086e-01,-1.796161029080207916e+00,8.445914767486205343e-02,-8.990186345694766157e-01,-6.220439541202542610e-01,-2.337820388598116361e-01,-3.955657823722699695e-02
2.532468613426166915e+00,3.033900038480118466e-01,4.751706155848477442e-01,8.016974935340297204e-02,-8.850806778041060696e-02,-6.637575584767464454e-01,1.331849300345453679e+00,9.071263450316487953e-01
4.859246212620200178e-01,-2.241811757939593530e-01,1.279460102128137655e-01,-4.125889574653384684e-01,1.922129291770001469e+00,-6.005914660945828043e-01,2.854444821261349574e+00,-1.622200983180702716e-01
3.546062043080595028e-01,2.272696926547346230e+00,-1.593692520481562624e+00,6.059208300655709589e-01,-1.512676234928025110e-01,-1.318888779630334795e+00,3.627941611865087568e-01,-7.460635056140656474e-01
-1.777729883484699736e+00,-1.565012540834527233e+00,7.823458256553126322e-01,1.436719764726259285e+00,1.314893166817941106e+00,1.081758327276495013e+00,9.674663638178614411e-01,1.245221290512262380e+00
-1.605302493326501656e+00,-1.399237653799753955e+00,1.323491404669863591e+00,5.929080918939541034e-01,8.581290659186135983e-01,-5.051948404952693039e-01,-6.481602896372724854e-02,1.486413898439672143e-01
-4.316129081049743799e-01,1.397025706882754736e+00,-1.305192474841661232e+00,-8.547477908790874768e-01,-9.338875626939625862e-02,3.816349975790211402e-01,2.422009701514918067e-01,7.961642577733758497e-01
1.804283924513206516e+00,5.009177728974616439e-01,6.226220968070806522e-02,-5.838084527056156547e-01,-7.282219962942269864e-02,-4.973524221938598333e-01,-1.206334075153213448e+00,8.314629447470386903e-02
7.605342558165920641e-01,-3.831195433007997142e+00,1.823748749766932908e+00,2.654665437516108839e-01,6.363012558463710944e-01,-2.315630312105418642e-01,1.534977856754778380e-01,-1.364987972936076988e+00
7.183861212760167536e-01,8.831743157944282885e-02,4.567615052527062430e-02,1.259724619645901766e+00,-1.428302238115307876e+00,-7.811812229751801118e-01,2.871306118041041078e+00,-2.286115146503116868e+00
-1.214234767903839440e+00,6.104208963059438720e-01,4.760981963530695471e-01,-2.276584011549460662e+00,-2.306090855359677616e-01,-1.998350265185184493e-01,1.835705721044950334e+00,6.587252753165278030e-01
-5.849866018392806399e-01,-5.573289495835682672e-01,-1.490846782923817004e+00,3.355755823250746173e-01,-1.484715695226748400e+00,-5.548956501177589040e-02,1.749866546513686658e-02,-1.007318580885154136e+00
2.336298439028813290e-01,-1.295768467226575904e+00,-3.057277572628215867e-01,1.626287522783587125e+00,-8.016552778100455301e-01,1.137642477254784401e+00,1.036867743759476657e+00,1.523258530323332804e+00
7.220040060095598289e-01,1.276205908988222282e+00,6.949940642854127715e-01,3.762885216894813756e-02,3.336297548495235632e-01,4.205361032360035445e-01,-1.348954443918619628e+00,-6.112624678595093841e-02
4.285225702610767073e-01,-3.158380590184552972e-01,5.063658082857734888e-01,-3.951568665938921532e-01,-7.663298761948630355e-01,1.526496517976042855e-01,-1.310163982828663309e+00,-1.266776814434984244e+00
5.684673171291734217e-01,1.790401820467379945e+00,-1.080769588922759317e+00,1.598461620019683838e-01,-2.221911277289247422e-01,-1.188271620639226756e+00,-8.278694657758630671e-01,5.976792866731420739e-01
-1.203225890837217982e+00,-1.401680852122147547e+00,-1.161088728887188504e-01,1.553338725843667278e+00,5.500077338885196454e-01,-1.157431391715918689e+00,1.547048444592861616e+00,-9.391189173752878538e-01
-5.807482800062371275e-01,-1.771556048275932715e+00,1.460992114131065556e+00,5.436910492366084369e-02,2.553960366900621670e-01,-1.099878494600641021e+00,-3.256957001772413096e-01,2.789234526288679461e-02
-1.436569439581824037e+00,4.305656742126985348e-01,-7.605948501543637053e-02,-5.056065037080248459e-01,-5.633699199985935380e-01,-5.060189412759897865e-01,1.655739399367835762e+00,4.541875175652118068e-01
-8.284569240625390130e-01,5.135918539030390750e-01,3.077587474384833044e-01,-1.975645789078916970e+00,6.536575726182547452e-01,5.072694280681737666e-01,-4.511351516103965231e-01,-3.968151426425354789e-01
-3.711738974611759889e-02,1.419982486935932098e+00,-4.561949169080042887e-02,-6.280114276017272346e-01,-1.564162355797089066e-01,-6.659538861713891755e-01,-9.992750765029563276e-01,-4.736917558924675364e-01
