3.439999999999999725e-01,8.319999999999999618e-01,2.470590000000000000e+05,4.309999999999999942e-01,0.000000000000000000e+00,5.480000000000000048e-06,8.000000000000000000e+00,1.140000000000000041e-01,-9.810000000000000497e+00,0.000000000000000000e+00,1.970000000000000084e-01,8.159699999999999420e+01,8.469999999999999751e-01
4.789999999999999813e-01,8.770000000000000018e-01,2.811200000000000000e+05,5.290000000000000258e-01,1.000000000000000000e+00,1.590000000000000050e-03,0.000000000000000000e+00,9.400000000000000022e-02,-6.235000000000000320e+00,0.000000000000000000e+00,4.610000000000000209e-02,1.049839999999999947e+02,4.219999999999999862e-01
4.099999999999999756e-01,7.660000000000000142e-01,1.662660000000000000e+05,4.849999999999999867e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.019999999999999934e-01,-5.951999999999999957e+00,1.000000000000000000e+00,3.490000000000000047e-02,1.249899999999999949e+02,5.220000000000000195e-01
4.380000000000000004e-01,7.740000000000000213e-01,1.796270000000000000e+05,6.029999999999999805e-01,0.000000000000000000e+00,4.369999999999999834e-05,1.100000000000000000e+01,8.690000000000000502e-02,-7.318999999999999950e+00,1.000000000000000000e+00,5.909999999999999976e-02,1.499819999999999993e+02,9.769999999999999796e-01
7.359999999999999876e-02,7.019999999999999574e-01,1.953330000000000000e+05,6.079999999999999849e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.290000000000000036e-01,-6.842999999999999972e+00,1.000000000000000000e+00,3.590000000000000135e-02,7.501200000000000045e+01,5.969999999999999751e-01
4.789999999999999813e-01,8.770000000000000018e-01,2.811200000000000000e+05,5.290000000000000258e-01,1.000000000000000000e+00,1.590000000000000050e-03,0.000000000000000000e+00,9.400000000000000022e-02,-6.235000000000000320e+00,0.000000000000000000e+00,4.610000000000000209e-02,1.049839999999999947e+02,4.219999999999999862e-01
2.759999999999999953e-02,7.960000000000000409e-01,2.027200000000000000e+05,7.770000000000000240e-01,0.000000000000000000e+00,2.869999999999999965e-05,1.100000000000000000e+01,9.500000000000000111e-02,-6.112000000000000099e+00,0.000000000000000000e+00,5.670000000000000040e-02,1.419699999999999989e+02,9.599999999999999645e-01
6.079999999999999849e-01,4.380000000000000004e-01,1.705870000000000000e+05,3.150000000000000022e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,1.509999999999999953e-01,-8.185999999999999943e+00,1.000000000000000000e+00,3.749999999999999861e-02,1.900639999999999930e+02,4.490000000000000102e-01
7.379999999999999893e-01,4.849999999999999867e-01,1.354930000000000000e+05,4.119999999999999774e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,1.199999999999999956e-01,-7.766000000000000014e+00,0.000000000000000000e+00,4.200000000000000261e-02,6.406199999999999761e+01,6.119999999999999885e-01
4.899999999999999911e-01,4.650000000000000244e-01,1.767330000000000000e+05,4.939999999999999947e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.270000000000000018e-01,-7.594999999999999751e+00,0.000000000000000000e+00,6.600000000000000311e-02,1.272980000000000018e+02,4.570000000000000173e-01
2.429999999999999938e-01,6.879999999999999449e-01,2.306930000000000000e+05,8.120000000000000551e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.420000000000000207e-02,-4.355000000000000426e+00,1.000000000000000000e+00,1.350000000000000089e-01,8.901000000000000512e+01,8.339999999999999636e-01
5.000000000000000278e-02,8.239999999999999547e-01,1.854190000000000000e+05,5.030000000000000027e-01,0.000000000000000000e+00,5.250000000000000218e-05,6.000000000000000000e+00,1.069999999999999979e-01,-6.940000000000000391e+00,0.000000000000000000e+00,1.559999999999999998e-01,1.093970000000000056e+02,7.840000000000000302e-01
3.370000000000000166e-03,7.720000000000000195e-01,1.780130000000000000e+05,6.159999999999999920e-01,0.000000000000000000e+00,2.359999999999999851e-06,7.000000000000000000e+00,1.039999999999999952e-01,-4.673000000000000043e+00,1.000000000000000000e+00,1.019999999999999934e-01,1.299670000000000130e+02,2.790000000000000258e-01
3.109999999999999987e-01,6.550000000000000266e-01,2.092130000000000000e+05,5.779999999999999583e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,1.089999999999999997e-01,-5.711000000000000298e+00,0.000000000000000000e+00,5.340000000000000302e-02,1.458689999999999998e+02,5.460000000000000409e-01
3.210000000000000075e-01,8.339999999999999636e-01,2.470590000000000000e+05,4.540000000000000147e-01,1.000000000000000000e+00,6.150000000000000410e-06,1.000000000000000000e+00,1.140000000000000041e-01,-9.750000000000000000e+00,0.000000000000000000e+00,2.010000000000000120e-01,8.161799999999999500e+01,8.369999999999999662e-01
2.230000000000000038e-01,5.969999999999999751e-01,2.284820000000000000e+05,4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,3.820000000000000062e-01,-6.658000000000000362e+00,1.000000000000000000e+00,4.179999999999999688e-02,1.787649999999999864e+02,5.370000000000000329e-01
7.059999999999999609e-02,6.760000000000000453e-01,2.377350000000000000e+05,6.089999999999999858e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.519999999999999962e-01,-5.831000000000000405e+00,0.000000000000000000e+00,4.809999999999999831e-01,1.420370000000000061e+02,5.080000000000000071e-01
6.290000000000000036e-01,7.349999999999999867e-01,2.204880000000000000e+05,4.490000000000000102e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,1.130000000000000032e-01,-7.506999999999999673e+00,1.000000000000000000e+00,3.469999999999999751e-01,1.229470000000000027e+02,3.969999999999999918e-02
