1.387142296936158203e+00,1.046729224602733099e+00,4.011778946396103995e-01,-5.084642202486269191e-01,2.430762361125300419e-01,-6.079704371743446245e-01,-1.547128133122718463e+00,3.323832222826570981e-01
8.222976570746385327e-01,4.838151769620960274e-01,-1.760071374594943894e+00,3.437684265941125528e-01,-2.055082306068859666e+00,-4.241918295544233608e-01,-6.026811229278538073e-01,1.254184964595511098e-01
-5.935410581510375955e-02,8.056690345040723455e-01,5.067184712856444284e-02,-1.555353667192134193e+00,2.467307383093749473e-01,1.428140863027077545e-01,-5.712941820257469994e-01,-2.436186046715808906e-02
1.229553655726772332e+00,8.317693855997295715e-01,-3.937746255110031179e-01,-4.618500138490915230e-01,3.290096602284254823e-01,-5.183972997297137120e-01,-3.994714886191911840e-01,-1.484370667733165838e-01
-6.451268153753219048e-01,-1.384678359835446460e-01,9.244499040544479351e-01,-1.012089568363971903e+00,-9.043971932506001954e-01,-8.953806645018514976e-01,4.311697427015522832e-01,1.851389269989534569e-01
-6.504091681258333812e-02,-3.222545712026813614e-01,-1.796161029080203475e+00,8.445914767486432939e-02,-8.990186345694984871e-01,-6.220439541202326117e-01,-2.337820388598010057e-01,-3.955657823720844929e-02
2.532468613426167359e+00,3.033900038480177308e-01,4.751706155848513524e-01,8.016974935339170327e-02,-8.850806778046196865e-02,-6.637575584767467785e-01,1.331849300345494758e+00,9.071263450316728871e-01
4.859246212620201288e-01,-2.241811757939574101e-01,1.279460102128016086e-01,-4.125889574653484049e-01,1.922129291769979487e+00,-6.005914660946585215e-01,2.854444821261347354e+00,-1.622200983180672462e-01
3.546062043080585036e-01,2.272696926547334684e+00,-1.593692520481570618e+00,6.059208300655659629e-01,-1.512676234928490293e-01,-1.318888779630324137e+00,3.627941611865043159e-01,-7.460635056140728638e-01
-1.777729883484699958e+00,-1.565012540834523458e+00,7.823458256553056378e-01,1.436719764726257065e+00,1.314893166817977521e+00,1.081758327276432841e+00,9.674663638178742087e-01,1.245221290512265488e+00
-1.605302493326502100e+00,-1.399237653799749959e+00,1.323491404669861593e+00,5.929080918939584333e-01,8.581290659185978331e-01,-5.051948404953006122e-01,-6.481602896372605505e-02,1.486413898439614134e-01
